duration_sum,duration_count,type_day,hs_day,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,mean_hs_dayType
61 days 15:15:00.999999910,2079,WEND,1479.25,22.2,17.5,,,,,,,,,0.7115199615199616
46 days 04:03:17.999999935,2492,LNPH,1108.0547222222222,25.4,18.6,,,,,,,,,0.4446447520955948
29 days 00:02:28.999999954,1585,LPH,696.0411111111111,25.4,18.6,,,,,,,,,0.43914265685243603
55 days 07:18:23.999999937,2962,LNPH,1327.306388888889,26.1,16.9,33.0,,,,,,,,0.44811154250131296
34 days 06:31:08.999999976,1890,LPH,822.5188888888889,26.1,16.9,33.0,,,,,,,,0.4351951793062904
49 days 11:50:55.999999949,2804,LNPH,1187.848611111111,29.2,22.2,,,,,,,,,0.4236264661594547
30 days 18:04:37.999999963,1739,LPH,738.0769444444444,29.2,22.2,,,,,,,,,0.42442607501118135
31 days 09:10:56.999999938,1833,LNPH,753.1822222222222,24.8,,36.7,,,,,,,,0.410901376007759
24 days 06:21:01.999999951,1532,LPH,582.3502777777778,24.8,,36.7,,,,,,,,0.3801242022048158
102 days 13:36:21.999999872,3728,WEND,2461.6058333333335,21.1,15.8,,,,,,,,,0.6603019939198856
92 days 09:34:14.999999859,3185,WEND,2217.5705555555555,25.1,18.7,,,,,,,,,0.6962544915402058
48 days 17:53:24.999999944,2546,LNPH,1169.89,27.9,22.9,33.0,,,,,,,,0.4595011783189317
25 days 19:36:05.999999979,1472,LPH,619.6013888888889,27.9,22.9,33.0,,,,,,,,0.4209248565821256
50 days 03:47:22.999999938,2596,LNPH,1203.7894444444444,27.3,23.9,33.0,,,,,,,,0.4637093391542544
27 days 07:57:04.999999979,1487,LPH,655.9511111111111,27.3,23.9,33.0,,,,,,,,0.44112381379361876
47 days 11:24:00.999999939,2438,LNPH,1139.4,28.0,24.0,,,,,,,,,0.4673502871205907
25 days 08:46:59.999999972,1481,LPH,608.7830555555555,28.0,24.0,,,,,,,,,0.4110621577012529
42 days 22:55:16.999999946,2287,LNPH,1030.921111111111,31.0,26.2,,,,,,,,,0.45077442549676916
23 days 15:34:32.999999977,1364,LPH,567.5755555555555,31.0,26.2,,,,,,,,,0.4161111111111111
47 days 17:57:15.999999934,2609,LNPH,1145.9541666666667,30.0,27.7,37.0,,,,,,,,0.4392311869170819
26 days 09:03:23.999999979,1503,LPH,633.0563888888889,30.0,27.7,37.0,,,,,,,,0.4211952021882162
59 days 22:52:32.999999926,2474,WEND,1438.8755555555556,26.0,22.7,33.5,,,,,,,,0.581598850264978
35 days 21:38:00.999999948,1593,WEND,861.6333333333333,19.2,16.5,30.5,15.0,,,,,,,0.5408872148985143
45 days 03:30:04.999999938,2297,LNPH,1083.5011111111112,20.6,15.8,,1.0,,,,,,,0.4717027040100615
25 days 06:47:58.999999952,1354,LPH,606.7994444444445,20.6,15.8,,1.0,,,,,,,0.4481532086000328
49 days 17:33:42.999999918,2527,LNPH,1193.5616666666667,24.4,18.6,,0.0,,,,,,,0.47232357208811504
25 days 12:39:56.999999961,1413,LPH,612.6655555555556,24.4,18.6,,0.0,,,,,,,0.43359204214830543
47 days 01:32:06.999999939,2535,LNPH,1129.535,25.4,23.5,30.0,,,,,,,,0.44557593688362923
27 days 23:38:17.999999956,1561,LPH,671.6380555555555,25.4,23.5,30.0,,,,,,,,0.4302614065058011
54 days 02:06:08.999999934,2876,LNPH,1298.1022222222223,25.1,19.3,,0.0,,,,,,,0.4513568227476433
32 days 06:31:32.999999971,1787,LPH,774.5255555555556,25.1,19.3,,0.0,,,,,,,0.43342224709320404
58 days 12:40:16.999999935,3064,LNPH,1404.671111111111,27.4,20.7,33.2,1.0,,,,,,,0.45844357412242526
31 days 07:14:35.999999968,1764,LPH,751.2430555555555,27.4,20.7,33.2,1.0,,,,,,,0.4258747480473671
88 days 22:43:54.999999909,3319,WEND,2134.7316666666666,26.4,21.0,34.7,0.0,,,,,,,0.6431851963442804
87 days 02:48:05.999999885,3011,WEND,2090.801388888889,28.2,25.2,33.4,,,,,,,,0.6943877080335068
47 days 02:27:25.999999941,2588,LNPH,1130.4569444444444,26.8,23.0,33.3,,,,,,,,0.43680716555040355
27 days 09:43:00.999999965,1570,LPH,657.7166666666667,26.8,23.0,33.3,,,,,,,,0.418927813163482
43 days 18:08:40.999999936,2397,LNPH,1050.1444444444444,27.7,23.6,,0.8,,,,,,,0.4381078199601353
29 days 00:53:03.999999967,1607,LPH,696.8841666666667,27.7,23.6,,0.8,,,,,,,0.4336553619581
47 days 15:48:43.999999943,2545,LNPH,1143.8119444444444,23.3,18.4,36.0,6.1,,,,,,,0.4494349487011569
28 days 05:02:35.999999955,1564,LPH,677.0430555555556,23.3,18.4,36.0,6.1,,,,,,,0.43289197925547035
51 days 23:47:47.999999934,2727,LNPH,1247.796388888889,20.2,14.8,26.2,0.0,,,,,,,0.4575710997025629
28 days 18:37:49.999999956,1598,LPH,690.6302777777778,20.2,14.8,26.2,0.0,,,,,,,0.43218415380336533
54 days 19:35:00.999999932,2879,LNPH,1315.5833333333333,23.6,19.1,,0.0,,,,,,,0.456958434641658
29 days 00:21:30.999999955,1588,LPH,696.3583333333333,23.6,19.1,,0.0,,,,,,,0.4385128043660789
93 days 04:43:12.999999887,3544,WEND,2236.72,25.4,22.1,29.5,0.0,,,,,,,0.6311286681715575
89 days 01:48:00.999999887,3066,WEND,2137.8,26.2,21.0,,0.0,,,,,,,0.6972602739726028
51 days 23:24:23.999999927,2768,LNPH,1247.4063888888888,24.9,21.0,32.6,,,,,,,,0.4506525971419396
31 days 12:34:17.999999973,1744,LPH,756.5713888888889,24.9,21.0,32.6,,,,,,,,0.43381386977573905
56 days 00:57:53.999999926,3009,LNPH,1344.9647222222222,25.4,20.7,,,,,,,,,0.44698063217754147
27 days 16:06:27.999999979,1509,LPH,664.1075,25.4,20.7,,,,,,,,,0.44009774685222
62 days 11:15:11.999999945,3413,LNPH,1499.2530555555556,27.7,22.2,32.6,,,,,,,,0.43927719178305175
35 days 03:59:20.999999967,2013,LPH,843.9888888888889,27.7,22.2,32.6,,,,,,,,0.4192691946790308
54 days 23:59:28.999999935,2985,LNPH,1319.9911111111112,27.2,21.9,32.5,,,,,,,,0.44220807742415785
32 days 02:59:20.999999943,1833,LPH,770.9888888888889,27.2,21.9,32.5,,,,,,,,0.4206158695520398
67 days 16:53:56.999999936,3680,LNPH,1624.898888888889,28.1,23.7,,,,,,,,,0.4415486111111111
38 days 22:47:16.999999964,2179,LPH,934.7877777777778,28.1,23.7,,,,,,,,,0.4289985212380807
120 days 06:17:35.999999872,4779,WEND,2886.2930555555554,24.9,21.3,34.1,,,,,,,,0.6039533491432424
105 days 04:14:44.999999852,3833,WEND,2524.2455555555557,25.8,22.5,,,,,,,,,0.6585561063280866
64 days 01:51:16.999999946,3569,LNPH,1537.8544444444444,27.3,23.3,,,,,,,,,0.4308922511752436
38 days 05:15:55.999999976,2197,LPH,917.2652777777778,27.3,23.3,,,,,,,,,0.4175080918424114
72 days 10:49:20.999999929,4055,LNPH,1738.8222222222223,27.9,23.6,33.1,,,,,,,,0.42880942594876015
42 days 10:31:55.999999960,2443,LPH,1018.5319444444444,27.9,23.6,33.1,,,,,,,,0.41691852003456586
72 days 07:33:44.999999928,3997,LNPH,1735.5622222222223,28.9,24.3,,,,,,,,,0.4342162177188447
40 days 22:57:59.999999963,2385,LPH,982.9663888888889,28.9,24.3,,,,,,,,,0.41214523643139994
63 days 16:46:15.999999942,3476,LNPH,1528.7708333333333,30.7,26.3,,,,,,,,,0.4398074894514768
33 days 19:22:32.999999967,2097,LPH,811.3755555555556,30.7,26.3,,,,,,,,,0.38692205796640705
42 days 04:19:10.999999916,2393,LNPH,1012.3194444444445,26.6,22.2,36.6,2.0,,,,,,,0.42303361656683847
24 days 15:05:58.999999957,1368,LPH,591.0994444444444,26.6,22.2,36.6,2.0,,,,,,,0.4320902371669915
118 days 12:38:51.999999892,4585,WEND,2844.6475,24.6,19.3,28.6,15.0,,,,,,,0.6204247546346783
92 days 22:31:01.999999900,3520,WEND,2230.5169444444446,19.9,14.8,29.5,8.9,,,,,,,0.633669586489899
98 days 20:58:08.999999873,3638,WEND,2372.968888888889,17.9,12.3,24.0,0.0,,,,,,,0.6522729216297112
97 days 22:05:16.999999888,3595,WEND,2350.087777777778,20.6,14.8,,,,,,,,,0.6537100911760161
54 days 21:25:28.999999914,3117,LNPH,1317.4244444444444,23.7,17.0,,,,,,,,,0.42265782625744125
33 days 22:05:31.999999954,1981,LPH,814.0919444444445,23.7,17.0,,,,,,,,,0.4109499971955803
58 days 10:57:49.999999908,3268,LNPH,1402.963611111111,25.2,21.0,,,,,,,,,0.4293034305725554
34 days 17:28:38.999999965,1998,LPH,833.4772222222223,25.2,21.0,,,,,,,,,0.4171557668779891
62 days 17:18:40.999999924,3482,LNPH,1505.3111111111111,26.3,22.1,,,,,,,,,0.432312208819963
34 days 04:04:52.999999950,2029,LPH,820.0811111111111,26.3,22.1,,,,,,,,,0.4041799463337167
109 days 10:10:12.999999888,4296,WEND,2626.17,26.8,22.4,32.3,,,,,,,,0.6113058659217877
92 days 16:22:11.999999900,3524,WEND,2224.369722222222,28.4,24.4,,,,,,,,,0.6312059370664649
51 days 03:44:09.999999951,2977,LNPH,1227.7358333333334,26.3,20.4,34.1,22.1,,,,,,,0.41240706527824433
24 days 16:28:55.999999966,1391,LPH,592.4819444444445,26.3,20.4,34.1,22.1,,,,,,,0.42593957185078685
52 days 15:29:52.999999944,2948,LNPH,1263.4977777777779,25.4,20.4,,0.5,,,,,,,0.42859490426654606
30 days 12:55:27.999999975,1737,LPH,732.9241666666667,25.4,20.4,,0.5,,,,,,,0.42194828247937055
49 days 08:21:32.999999952,2780,LNPH,1184.358888888889,22.4,18.6,31.4,0.0,,,,,,,0.4260283772981615
27 days 09:29:47.999999972,1607,LPH,657.4963888888889,22.4,18.6,31.4,0.0,,,,,,,0.4091452326626564
44 days 14:38:31.999999949,2360,LNPH,1070.6419444444443,22.0,15.5,,0.5,,,,,,,0.45366184086628997
24 days 12:51:18.999999952,1397,LPH,588.855,22.0,15.5,,0.5,,,,,,,0.4215139584824624
44 days 10:24:34.999999952,2370,LNPH,1066.4094444444445,23.3,17.0,29.0,0.0,,,,,,,0.4499617909048289
24 days 00:34:25.999999980,1314,LPH,576.5736111111111,23.3,17.0,29.0,0.0,,,,,,,0.43879270251987146
84 days 06:44:33.999999906,3192,WEND,2022.7425,22.8,17.4,28.9,,,,,,,,0.6336912593984962
69 days 16:01:43.999999883,2548,WEND,1672.028611111111,23.1,20.0,27.2,,,,,,,,0.6562121707657422
41 days 00:19:58.999999940,2230,LNPH,984.3327777777778,23.4,20.4,26.9,,,,,,,,0.4414048330842053
22 days 20:37:02.999999974,1300,LPH,548.6172222222223,23.4,20.4,26.9,,,,,,,,0.4220132478632479
43 days 07:30:25.999999950,2293,LNPH,1039.5069444444443,24.6,20.8,,,,,,,,,0.4533392692736347
23 days 06:32:27.999999975,1302,LPH,558.5408333333334,24.6,20.8,,,,,,,,,0.42898681515617
39 days 04:15:30.999999950,2098,LNPH,940.2583333333333,24.2,21.3,30.7,,,,,,,,0.44816889100730856
19 days 05:12:08.999999966,1154,LPH,461.20222222222225,24.2,21.3,30.7,,,,,,,,0.39965530521856346
40 days 15:54:44.999999948,2121,LNPH,975.9122222222222,25.4,21.3,,0.3,,,,,,,0.46011891665357013
20 days 07:25:46.999999983,1145,LPH,487.42944444444447,25.4,21.3,,0.3,,,,,,,0.4257025715672004
29 days 07:26:12.999999970,1528,LNPH,703.4366666666666,27.1,20.7,,0.0,,,,,,,0.4603643106457242
21 days 03:52:49.999999975,1178,LPH,507.8802777777778,27.1,20.7,,0.0,,,,,,,0.43113775702697604
66 days 18:08:35.999999917,2545,WEND,1602.1430555555555,27.3,23.6,32.4,,,,,,,,0.6295257585679982
62 days 03:42:43.999999922,2161,WEND,1491.7119444444445,26.9,22.5,32.6,,,,,,,,0.6902878040002057
38 days 19:03:40.999999962,2164,LNPH,931.0611111111111,26.1,23.6,31.9,,,,,,,,0.43025005134524547
21 days 04:54:42.999999977,1187,LPH,508.9116666666667,26.1,23.6,31.9,,,,,,,,0.42873771412524575
48 days 04:43:23.999999936,2561,LNPH,1156.7230555555554,20.6,13.8,28.8,,,,,,,,0.4516685105644496
24 days 07:48:27.999999967,1400,LPH,583.8075,20.6,13.8,28.8,,,,,,,,0.41700535714285714
47 days 06:23:57.999999954,2547,LNPH,1134.3991666666666,21.1,15.6,26.9,,,,,,,,0.4453864023033634
26 days 21:56:33.999999973,1447,LPH,645.9425,21.1,15.6,26.9,,,,,,,,0.44640117484450587
53 days 05:55:09.999999941,2882,LNPH,1277.9191666666666,23.8,17.6,,,,,,,,,0.44341400647698354
26 days 23:26:39.999999974,1549,LPH,647.4441666666667,23.8,17.6,,,,,,,,,0.417975575640198
52 days 07:12:29.999999942,2803,LNPH,1255.2080555555556,25.4,20.0,,,,,,,,,0.44780879613112934
26 days 14:42:31.999999962,1549,LPH,638.7086111111112,25.4,20.0,,,,,,,,,0.41233609497166634
65 days 00:19:34.999999898,2638,WEND,1560.326111111111,27.2,23.0,,,,,,,,,0.5914807092915508
70 days 11:23:20.999999897,2444,WEND,1691.388888888889,21.6,15.7,34.1,,,,,,,,0.6920576468448809
45 days 15:37:02.999999945,2492,LNPH,1095.6172222222222,19.7,12.6,25.8,,,,,,,,0.43965378098805064
25 days 00:47:51.999999982,1475,LPH,600.7975,19.7,12.6,25.8,,,,,,,,0.40732033898305087
49 days 14:14:35.999999944,2723,LNPH,1190.2430555555557,23.8,18.7,,,,,,,,,0.43710725506998005
30 days 04:00:31.999999973,1682,LPH,724.0086111111111,23.8,18.7,,,,,,,,,0.43044507200422777
15 days 12:51:08.999999962,918,LNPH,372.8522222222222,23.0,17.8,31.0,,,,,,,,0.40615710481723555
7 days 22:06:48.999999984,461,LPH,190.11333333333334,23.0,17.8,31.0,,,,,,,,0.4123933477946493
41 days 13:20:27.999999952,2334,LNPH,997.3408333333333,19.4,13.2,30.8,19.1,,,,,,,0.427309697229363
22 days 00:38:41.999999971,1287,LPH,528.6447222222222,19.4,13.2,30.8,19.1,,,,,,,0.41075735992402657
55 days 12:25:45.999999945,2953,LNPH,1332.4291666666666,19.2,14.4,25.0,0.0,,,,,,,0.4512120442487865
26 days 22:49:53.999999970,1589,LPH,646.8313888888889,19.2,14.4,25.0,0.0,,,,,,,0.40706821201314597
66 days 10:37:58.999999928,2832,WEND,1594.6327777777778,22.5,18.8,,0.0,,,,,,,0.5630765458254865
32 days 03:59:46.999999950,1340,WEND,771.9961111111111,22.2,,27.0,29.0,,,,,,,0.5761165008291874
32 days 22:10:27.999999956,1793,LNPH,790.1741666666667,19.1,12.2,,3.0,,,,,,,0.44069947945714816
17 days 09:26:37.999999966,974,LPH,417.4436111111111,19.1,12.2,,3.0,,,,,,,0.4285868697239334
44 days 07:51:58.999999931,2454,LNPH,1063.8661111111112,20.3,15.1,26.7,0.0,,,,,,,0.4335232726614145
26 days 12:37:47.999999970,1505,LPH,636.6297222222222,20.3,15.1,26.7,0.0,,,,,,,0.4230097822074566
47 days 14:00:22.999999944,2653,LNPH,1142.006111111111,16.7,12.6,27.0,,,,,,,,0.4304583909201323
25 days 06:01:51.999999973,1554,LPH,606.0308333333334,16.7,12.6,27.0,,,,,,,,0.38998123123123124
56 days 23:37:57.999999930,3251,LNPH,1367.6325,19.1,15.1,,,,,,,,,0.42068055982774527
30 days 00:47:03.999999968,1858,LPH,720.7841666666667,19.1,15.1,,,,,,,,,0.3879355041263007
55 days 16:22:52.999999935,3126,LNPH,1336.381111111111,23.2,17.7,,0.0,,,,,,,0.4275051539063055
31 days 19:05:00.999999965,1888,LPH,763.0833333333334,23.2,17.7,,0.0,,,,,,,0.4041754943502825
86 days 00:20:49.999999911,3535,WEND,2064.3469444444445,20.4,15.1,30.3,11.9,,,,,,,0.5839736759390225
80 days 18:54:15.999999904,3117,WEND,1938.9041666666667,15.9,11.0,27.2,7.1,,,,,,,0.6220417602395466
55 days 08:07:55.999999921,3236,LNPH,1328.1319444444443,14.6,8.3,20.9,0.0,,,,,,,0.41042396305452544
30 days 23:13:57.999999949,1909,LPH,743.2325,14.6,8.3,20.9,0.0,,,,,,,0.3893308014667365
64 days 20:42:10.999999931,3667,LNPH,1556.7027777777778,19.2,15.4,,,,,,,,,0.42451671060206647
35 days 11:17:43.999999969,2199,LPH,851.2952777777778,19.2,15.4,,,,,,,,,0.38712836642918497
65 days 10:53:01.999999922,3676,LNPH,1570.8836111111111,21.7,18.2,,,,,,,,,0.427335041107484
35 days 20:06:38.999999963,2125,LPH,860.1105555555556,21.7,18.2,,,,,,,,,0.40475790849673204
66 days 21:06:15.999999936,2791,LNPH,1605.1041666666667,23.3,17.2,,,,,,,,,0.5751000238863012
30 days 08:30:11.999999976,1261,LPH,728.5030555555555,23.3,17.2,,,,,,,,,0.5777185214556348
100 days 21:53:29.999999878,3670,WEND,2421.8913888888887,24.4,18.3,30.6,,,,,,,,0.6599159097789887
96 days 15:22:24.999999910,3595,WEND,2319.3733333333334,24.6,19.1,31.0,,,,,,,,0.645166434863236
73 days 14:44:06.999999919,2912,WEND,1766.735,22.6,21.0,32.0,,,,,,,,0.6067084478021978
75 days 14:01:09.999999894,2878,WEND,1814.0191666666667,20.7,18.3,25.4,,,,,,,,0.6303054783414408
51 days 20:18:56.999999943,2959,LNPH,1244.3155555555556,20.0,14.3,25.3,,,,,,,,0.42051894408771734
28 days 02:19:02.999999975,1695,LPH,674.3172222222222,20.0,14.3,25.3,,,,,,,,0.3978272697476237
53 days 02:08:12.999999951,3061,LNPH,1274.1366666666668,21.6,16.8,,,,,,,,,0.4162485026679735
30 days 16:10:17.999999975,1806,LPH,736.1713888888889,21.6,16.8,,,,,,,,,0.4076253537590747
64 days 08:45:09.999999927,3573,LNPH,1544.7525,24.1,19.0,,,,,,,,,0.43234047019311506
35 days 13:35:51.999999973,2184,LPH,853.5975,24.1,19.0,,,,,,,,,0.39084134615384614
25 days 19:29:27.999999965,1626,LNPH,619.4908333333333,18.9,,30.6,0.0,,,,,,,0.380990672406724
24 days 00:39:29.999999980,1596,LPH,576.6580555555555,18.9,,30.6,0.0,,,,,,,0.3613145711500974
68 days 16:31:39.999999929,3517,WEND,1648.5275,17.9,16.2,,52.1,,,,,,,0.46873116292294564
51 days 21:03:40.999999931,2690,WEND,1245.0611111111111,19.7,16.8,,4.1,,,,,,,0.46284799669558035
68 days 01:36:40.999999934,4088,LNPH,1633.611111111111,22.1,18.0,,6.1,,,,,,,0.39961132854968473
40 days 21:48:12.999999970,2473,LPH,981.8033333333333,22.1,18.0,,6.1,,,,,,,0.3970090308666936
77 days 00:26:51.999999932,4520,LNPH,1848.4475,25.8,21.8,,0.0,,,,,,,0.40894856194690266
47 days 03:10:15.999999966,2898,LPH,1131.1708333333333,25.8,21.8,,0.0,,,,,,,0.39032809983896943
79 days 01:59:19.999999938,4706,LNPH,1897.9886111111111,26.7,23.2,,,,,,,,,0.4033124970486849
43 days 02:17:17.999999968,2826,LPH,1034.2880555555555,26.7,23.2,,,,,,,,,0.3659901116615554
66 days 02:52:44.999999914,4055,LNPH,1586.878888888889,18.6,16.1,33.3,19.1,,,,,,,0.39133881353610084
41 days 23:04:22.999999959,2714,LPH,1007.0727777777778,18.6,16.1,33.3,19.1,,,,,,,0.37106587243101613
75 days 11:28:10.999999912,4402,LNPH,1811.4694444444444,14.9,9.8,20.2,0.0,,,,,,,0.4115105507597557
41 days 19:18:24.999999953,2628,LPH,1003.3066666666666,14.9,9.8,20.2,0.0,,,,,,,0.3817757483510908
127 days 13:34:02.999999878,5530,WEND,3061.5672222222224,18.3,13.3,,,,,,,,,0.5536287924452482
135 days 00:26:54.999999808,5235,WEND,3240.4483333333333,20.2,17.4,,,,,,,,,0.6189968163005413
71 days 09:39:08.999999899,4237,LNPH,1713.6522222222222,21.3,18.8,,,,,,,,,0.4044494270054808
44 days 10:06:33.999999953,2717,LPH,1066.1091666666666,21.3,18.8,,,,,,,,,0.39238467672678196
87 days 07:02:11.999999927,5095,LNPH,2095.0363888888887,22.9,19.6,25.9,,,,,,,,0.4111945807436484
51 days 17:48:41.999999958,3238,LPH,1241.8113888888888,22.9,19.6,25.9,,,,,,,,0.3835118557408551
89 days 15:13:32.999999923,5328,LNPH,2151.2255555555557,24.2,20.4,,,,,,,,,0.40375855021688356
52 days 04:16:44.999999947,3357,LPH,1252.2788888888888,24.2,20.4,,,,,,,,,0.37303511733359807
92 days 03:09:13.999999917,5587,LNPH,2211.1536111111113,24.1,21.6,30.5,,,,,,,,0.3957676053536981
58 days 21:36:38.999999944,3621,LPH,1413.6105555555555,24.1,21.6,30.5,,,,,,,,0.3903923102887477
50 days 15:28:14.999999951,3222,LNPH,1215.4705555555556,23.1,,29.2,5.1,,,,,,,0.377241016621836
14 days 21:48:02.999999983,1084,LPH,357.80055555555555,23.1,,29.2,5.1,,,,,,,0.3300743132431324
128 days 02:46:12.999999868,6097,WEND,3074.77,21.8,20.0,,21.1,,,,,,,0.5043086763982286
157 days 05:45:43.999999872,6312,WEND,3773.7619444444445,22.9,20.2,,0.0,,,,,,,0.5978710304886635
86 days 04:05:30.999999933,5402,LNPH,2068.0916666666667,20.8,19.1,27.2,18.0,,,,,,,0.38283814636554364
59 days 12:18:03.999999944,3831,LPH,1428.3008333333332,20.8,19.1,27.2,18.0,,,,,,,0.37282715565996694
93 days 17:44:06.999999946,5759,LNPH,2249.735,19.5,17.0,22.1,0.0,,,,,,,0.3906468136829311
50 days 05:25:20.999999952,3428,LPH,1205.4222222222222,19.5,17.0,22.1,0.0,,,,,,,0.351640088162842
103 days 11:01:52.999999916,6242,LNPH,2483.031111111111,22.4,18.8,,0.5,,,,,,,0.3977941542952757
64 days 04:48:24.999999946,4148,LPH,1540.8066666666666,22.4,18.8,,0.5,,,,,,,0.3714577306332369
103 days 17:26:39.999999916,6389,LNPH,2489.4441666666667,23.3,20.9,28.6,0.0,,,,,,,0.3896453539938436
66 days 16:59:43.999999948,4358,LPH,1600.9952777777778,23.3,20.9,28.6,0.0,,,,,,,0.3673692697975626
112 days 00:45:11.999999918,6652,LNPH,2688.7530555555554,25.8,22.4,,,,,,,,,0.40420220318033007
66 days 02:34:01.999999957,4154,LPH,1586.5669444444445,25.8,22.4,,,,,,,,,0.3819371556197507
59 days 22:57:43.999999949,3188,WEND,1438.9619444444445,21.1,20.0,32.3,7.1,,,,,,,0.4513682385333891
32 days 23:58:53.999999935,1694,WEND,791.9813888888889,19.9,18.0,22.8,108.0,,,,,,,0.4675214810442083
150 days 11:47:35.999999886,6626,WEND,3611.7930555555554,19.3,18.2,,22.1,,,,,,,0.5450940319280947
